rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,temp_nfkd_it,temp_nfkd_es,it_spanishify,levenshtein
4188,sforzo,sforzo,effort,NOUN,esfuerzo,esfuerzo,NOUN,sforzo,esfuerzo,sforzo,0.625
4189,seguitemi,seguitemi,follow me,ADJ,sígueme,sígueme,VERB,seguitemi,sigueme,seguitemi,0.5555555555555556
4194,ridotto,ridurre,reduced,VERB,reducido,reducido,ADJ,ridurre,reducido,ridurre,0.375
4195,realmente,realmente,really,ADV,en realidad,en,ADP,realmente,en realidad,realmente,0.2727272727272727
4197,penserò,penserò,I&#39;ll think,VERB,pensaré,pensar,VERB,pensero,pensare,penserò,0.7142857142857143
4199,orrore,orrore,horror,NOUN,horror,horror,NOUN,orrore,horror,orrore,0.6666666666666667
4200,noia,noia,boredom,NOUN,aburrimiento,aburrimiento,NOUN,noia,aburrimiento,noia,0.08333333333333337
4201,mezzogiorno,mezzogiorno,noon,NOUN,mediodía,mediodía,NOUN,mezzogiorno,mediodia,mezzogiorno,0.36363636363636365
4206,guido,guidere,I drive,VERB,conduzco,conducir,VERB,guidere,conduzco,guider,0.125
4212,eccome,eccome,yes,ADV,sí,sí,INTJ,eccome,si,eccome,0.0
4215,bionda,biondo,blonde,ADJ,rubio,rubio,ADJ,biondo,rubio,biondo,0.16666666666666663
4219,alcol,alcol,alcohol,NOUN,alcohol,alcohol,NOUN,alcol,alcohol,alcol,0.7142857142857143
4222,sinceramente,sinceramente,sincerely,ADV,atentamente,atentamente,ADV,sinceramente,atentamente,sinceramente,0.5
4225,risulta,risultare,turns out,VERB,resulta,resultar,VERB,risultare,resulta,risultar,0.75
4226,rinforzi,rinforzo,reinforcements,NOUN,refuerzos,refuerzo,NOUN,rinforzo,refuerzos,rinforzo,0.4444444444444444
4227,rimarrà,rimarrà,will remain,VERB,permanecerá,permanecer,VERB,rimarra,permanecera,rimarrà,0.2727272727272727
4229,pasto,pasto,meal,NOUN,comida,comida,NOUN,pasto,comida,pasto,0.0
4230,occorre,occorrere,necessary,VERB,necesario,necesario,ADJ,occorrere,necesario,occorrer,0.2222222222222222
4233,mensa,mensa,cafeteria,NOUN,cafetería,cafetería,NOUN,mensa,cafeteria,mensa,0.2222222222222222
4236,giugno,giugno,June,NOUN,junio,junio,NOUN,giugno,junio,giuno,0.4
4237,gara,gara,competition,NOUN,competencia,competencia,NOUN,gara,competencia,gara,0.09090909090909094
4241,diamine,diamine,damn,VERB,maldición,maldición,NOUN,diamine,maldicion,diamine,0.2222222222222222
4244,cognome,cognome,surname,NOUN,apellido,apellido,NOUN,cognome,apellido,conome,0.0
4245,cioccolato,cioccolato,chocolate,NOUN,chocolate,chocolate,NOUN,cioccolato,chocolate,cioccolato,0.7
4251,umorismo,umorismo,humor,NOUN,humor,humor,NOUN,umorismo,humor,umorismo,0.375
4252,succo,succo,juice,NOUN,jugo,jugo,NOUN,succo,jugo,succo,0.4
4253,stivali,stivale,boots,NOUN,botas,bota,NOUN,stivale,botas,stival,0.16666666666666663
4256,scopare,scopare,fuck,VERB,mierda,mierda,NOUN,scopare,mierda,scopar,0.0
4258,riga,riga,line,NOUN,línea,línea,NOUN,riga,linea,riga,0.19999999999999996
4260,preghiera,preghiera,prayer,NOUN,oración,oración,NOUN,preghiera,oracion,preghiera,0.2222222222222222
4261,pallottola,pallottola,bullet,NOUN,bala,bala,NOUN,pallottola,bala,pallottola,0.30000000000000004
4262,palco,palco,stage,NOUN,escenario,escenario,NOUN,palco,escenario,palco,0.2222222222222222
4264,muoviamoci,muoviamoci,let&#39;s move,VERB,vamos a movernos,ir,AUX,muoviamoci,vamos a movernos,muoviamoci,0.25
4265,litigare,litigare,argue,VERB,argumentar,argumentar,VERB,litigare,argumentar,litigar,0.19999999999999996
4267,geniale,geniale,brilliant,ADJ,brillante,brillante,ADJ,geniale,brillante,genial,0.11111111111111116
4271,dopotutto,dopotutto,after all,ADV,después de todo,después,ADV,dopotutto,despues de todo,dopotutto,0.2666666666666667
4272,dea,deare,goddess,VERB,diosa,diosa,NOUN,deare,diosa,dear,0.19999999999999996
4274,cesso,cesso,I quit,NOUN,lo dejo,él,PRON,cesso,lo dejo,cesso,0.1428571428571429
4275,allegra,allegro,cheerful,ADJ,alegre,alegre,ADJ,allegro,alegre,allegro,0.7142857142857143
4279,traditore,traditore,traitor,NOUN,traidor,traidor,INTJ,traditore,traidor,traditore,0.6666666666666667
4283,sfida,sfidare,challenge,VERB,desafío,desafío,NOUN,sfidare,desafio,sfidar,0.0
4284,selvaggio,selvaggio,wild,ADJ,salvaje,salvaje,ADJ,selvaggio,salvaje,selvaggio,0.4444444444444444
4285,roccia,roccia,rock,NOUN,roca,roca,NOUN,roccia,roca,roccia,0.6666666666666667
4286,riportato,riportare,reported,VERB,reportado,reportar,VERB,riportare,reportado,riportar,0.6666666666666667
4294,festeggiare,festeggiare,celebrate,VERB,celebrar,celebrar,VERB,festeggiare,celebrar,festeggiar,0.4
4295,fermate,fermata,stops,VERB,se detiene,él,PRON,fermata,se detiene,fermata,0.19999999999999996
4299,chiederò,chiederò,I&#39;ll ask,VERB,preguntare,preguntare,VERB,chiedero,preguntare,chiederò,0.09999999999999998
4302,benone,benone,very good,ADV,muy bien,mucho,ADV,benone,muy bien,benone,0.125
4303,atterraggio,atterraggio,landing,NOUN,aterrizaje,aterrizaje,NOUN,atterraggio,aterrizaje,atterraggio,0.4545454545454546
4305,aggiungere,aggiungere,add,VERB,agregar,agregar,VERB,aggiungere,agregar,aggiunger,0.4444444444444444
4311,sorridere,sorridere,smile,VERB,sonrisa,sonrisa,NOUN,sorridere,sonrisa,sorrider,0.5
4319,obiezione,obiezione,objection,NOUN,objeción,objeción,NOUN,obiezione,objecion,obiezion,0.625
4320,mutande,mutanda,underwear,NOUN,ropa interior,ropa,NOUN,mutanda,ropa interior,mutanda,0.15384615384615385
4323,marchi,marchio,brand names,NOUN,nombres de marca,nombre,NOUN,marchio,nombres de marca,marchio,0.125
4331,fascino,fascino,charm,NOUN,encanto,encanto,NOUN,fascino,encanto,fascino,0.2857142857142857
4340,beviamo,bevare,we drink,PROPN,bebemos,beber,VERB,bevare,bebemos,bevar,0.2857142857142857
4341,bada,bada,mind you,PROPN,fíjate,fíjatir,VERB,bada,fijate,bada,0.16666666666666663
4352,sapore,sapore,taste,NOUN,gusto,gusto,NOUN,sapore,gusto,sapore,0.0
4353,ruota,ruotare,wheel,VERB,rueda,rodar,VERB,ruotare,rueda,ruotar,0.5
4355,registrazione,registrazione,registration,NOUN,registro,registro,NOUN,registrazione,registro,registracion,0.6666666666666667
4356,pugnale,pugnale,dagger,NOUN,daga,daga,NOUN,pugnale,daga,punal,0.19999999999999996
4358,possesso,possesso,possession,NOUN,posesión,posesión,NOUN,possesso,posesion,possesso,0.5
4360,occupati,occupato,busy,VERB,ocupado,ocupado,ADJ,occupato,ocupado,occupato,0.75
4361,lusso,lusso,luxury,NOUN,lujo,lujo,NOUN,lusso,lujo,lusso,0.6
4365,facevamo,facevamo,we did,VERB,lo hicimos,él,PRON,facevamo,lo hicimos,facevamo,0.19999999999999996
4366,facciamolo,facciamolo,let&#39;s do it,VERB,vamos a hacerlo,ir,AUX,facciamolo,vamos a hacerlo,facciamolo,0.2666666666666667
4369,crediamo,credare,we believe,ADJ,creemos,creer,VERB,credare,creemos,credar,0.4285714285714286
4372,carburante,carburante,fuel,NOUN,combustible,combustible,NOUN,carburante,combustible,carburante,0.36363636363636365
4378,vincitore,vincitore,winner,NOUN,ganador,ganador,NOUN,vincitore,ganador,vincitore,0.33333333333333337
4380,spiritoso,spiritoso,humorous,ADJ,humorístico,humorístico,ADJ,spiritoso,humoristico,spiritoso,0.2727272727272727
4381,sfortuna,sfortuna,bad luck,NOUN,mala suerte,malo,ADJ,sfortuna,mala suerte,sfortuna,0.09090909090909094
4383,scafo,scafo,hull,NOUN,cáscara,cáscarar,VERB,scafo,cascara,scafo,0.4285714285714286
4386,repubblica,Repubblica,republic,NOUN,república,república,PROPN,Repubblica,republica,Repubblica,0.7
4389,preferita,preferito,favorite,VERB,favorito,favorito,ADJ,preferito,favorito,preferito,0.4444444444444444
4391,ossigeno,ossigeno,oxygen,NOUN,oxígeno,oxígeno,NOUN,ossigeno,oxigeno,ossigeno,0.625
4392,merce,merce,goods,NOUN,bienes,bien,NOUN,merce,bienes,merce,0.16666666666666663
4393,lascerà,lascare,will leave,VERB,se ira,él,PRON,lascare,se ira,lascar,0.0
4402,estero,Estero,abroad,NOUN,en extranjero,en,ADP,Estero,en extranjero,Estero,0.3076923076923077
4403,elicottero,elicottero,helicopter,NOUN,helicóptero,helicóptero,NOUN,elicottero,helicoptero,elicottero,0.7272727272727273
4411,asta,asta,auction,NOUN,subasta,subasta,NOUN,asta,subasta,asta,0.5714285714285714
4413,ammazza,ammazza,kill,VERB,matar,matar,VERB,ammazza,matar,ammazza,0.2857142857142857
4416,straniero,straniero,foreigner,ADJ,extranjero,extranjero,NOUN,straniero,extranjero,straniero,0.7
4419,scozia,scozia,Scotland,ADJ,escocia,escocia,PROPN,scozia,escocia,scozia,0.7142857142857143
4420,scienziati,scienziato,scientists,NOUN,científicos,científico,NOUN,scienziato,cientificos,scienziato,0.36363636363636365
4421,sceneggiatura,sceneggiatura,film script,NOUN,guión,guión,NOUN,sceneggiatura,guion,sceneggiatura,0.15384615384615385
4424,rivolta,rivolgere,revolt,VERB,revuelta,revuelta,NOUN,rivolgere,revuelta,rivolger,0.25
4426,pelo,pelo,hair,NOUN,cabello,cabello,NOUN,pelo,cabello,pelo,0.4285714285714286
4430,mobili,mobile,mobile,ADJ,móvil,móvil,NOUN,mobile,movil,moble,0.19999999999999996
4432,magazzino,magazzino,warehouse,NOUN,depósito,depósito,NOUN,magazzino,deposito,magazzino,0.2222222222222222
4434,investito,investire,invested,VERB,invertido,invertido,ADJ,investire,invertido,investir,0.6666666666666667
4435,imputato,imputare,accused,VERB,acusado,acusado,ADJ,imputare,acusado,imputar,0.1428571428571429
4438,gioielli,gioiello,jewels,NOUN,joyas,joya,NOUN,gioiello,joyas,gioiello,0.125
4440,feiice,feoie,happy,VERB,feliz,feliz,ADJ,feoie,feliz,feoie,0.6
4445,daranno,dara,they will give,VERB,darán,dar,VERB,dara,daran,dara,0.6
4449,commissario,commissario,commissioner,NOUN,notario,notario,ADJ,commissario,notario,commissario,0.4545454545454546
4450,circolo,circolo,circle,NOUN,círculo,círculo,NOUN,circolo,circulo,circolo,0.7142857142857143
4451,cap,cap,Postal Code,NOUN,código postal,código,NOUN,cap,codigo postal,cap,0.15384615384615385
4461,spostati,spostare,move away,VERB,alejarse,alejar él,VERB,spostare,alejarse,spostar,0.125
4462,sottovoce,sottovoce,whisper,ADV,susurro,susurro,PROPN,sottovoce,susurro,sottovoce,0.2222222222222222
4463,siccome,siccome,since,SCONJ,desde,desde,ADP,siccome,desde,siccome,0.1428571428571429
4468,rilevato,rilevare,detected,VERB,detectado,detectado,ADJ,rilevare,detectado,rilevar,0.2222222222222222
4470,ricetta,ricettare,recipe,VERB,receta,receta,NOUN,ricettare,receta,ricettar,0.625
4473,pozione,pozione,potion,NOUN,poción,poción,NOUN,pozione,pocion,pozion,0.6666666666666667
4474,piove,piovere,rains,VERB,lluvias,lluvia,NOUN,piovere,lluvias,piover,0.1428571428571429
4480,iniezione,iniezione,injection,NOUN,inyección,inyección,NOUN,iniezione,inyeccion,iniezion,0.5555555555555556
4482,foste,foste,you were,AUX,estabas,estabas,AUX,foste,estabas,foste,0.1428571428571429
4486,curiosità,curiosità,curiosity,NOUN,curiosidad,curiosidad,NOUN,curiosita,curiosidad,curiosità,0.7
4493,abituato,abituare,used to it,VERB,acostumbrado,acostumbrado,ADJ,abituare,acostumbrado,abituar,0.33333333333333337
4495,spinta,spintare,push,ADJ,empujar,empujar,VERB,spintare,empujar,spintar,0.2857142857142857
4498,sedetevi,sedetevi,sit down,NOUN,siéntate,siéntatir,VERB,sedetevi,sientate,sedetevi,0.25
4500,scordato,scordare,forgotten,VERB,olvidado,olvidado,ADJ,scordare,olvidado,scordar,0.25
4501,schifoso,schifoso,disgusting,ADJ,desagradable,desagradable,ADJ,schifoso,desagradable,schifoso,0.08333333333333337
4504,rispettare,rispettare,respect,VERB,respeto,respeto,NOUN,rispettare,respeto,rispettar,0.5555555555555556
4505,proiettile,proiettile,bullet,NOUN,bala,bala,NOUN,proiettile,bala,proiettile,0.09999999999999998
4506,probabilità,probabilità,chance,NOUN,oportunidad,oportunidad,NOUN,probabilita,oportunidad,probabilità,0.09090909090909094
4508,parete,parete,wall,NOUN,muro,muro,NOUN,parete,muro,parete,0.16666666666666663
4510,oscurità,oscurità,darkness,NOUN,oscuridad,oscuridad,NOUN,oscurita,oscuridad,oscurità,0.6666666666666667
4512,nebbia,nebbia,fog,NOUN,niebla,niebla,NOUN,nebbia,niebla,nebbia,0.5
4519,giappone,giappone,Japan,PROPN,japón,japón,PROPN,giappone,japon,giappone,0.375
4524,demoni,demone,demons,NOUN,demonios,demonio,NOUN,demone,demonios,demone,0.625
4526,cesare,Cesare,Caesar,PROPN,césar,césar,PROPN,Cesare,cesar,Cesar,0.6
4527,cannoni,cannone,cannons,NOUN,cañones,cañón,NOUN,cannone,canones,cannone,0.5714285714285714
4528,alloggio,alloggio,accommodation,NOUN,alojamiento,alojamiento,NOUN,alloggio,alojamiento,alloggio,0.36363636363636365
4530,vergogno,vergogno,shame,VERB,lástima,lástima,NOUN,vergogno,lastima,vergono,0.0
4533,ritrovato,ritrovare,found,VERB,encontró,encontrar,VERB,ritrovare,encontro,ritrovar,0.125
4534,picchiato,picchiare,beaten up,VERB,golpeado,golpeado,ADJ,picchiare,golpeado,picchiar,0.0
4537,parlami,parlami,talk to me,NOUN,háblame,háblame,VERB,parlami,hablame,parlami,0.4285714285714286
4538,nuotare,nuotare,swim,VERB,nadar,nadar,VERB,nuotare,nadar,nuotar,0.5
4541,miliardi,miliardo,billion,NOUN,mil millones,mil,NUM,miliardo,mil millones,miliardo,0.33333333333333337
4546,gonna,gonna,skirt,NOUN,falda,falda,NOUN,gonna,falda,gonna,0.19999999999999996
4547,giunto,giungere,arrived,VERB,llegó,llegar,VERB,giungere,llego,giunger,0.1428571428571429
4548,gestire,gestire,manage,VERB,administrar,administrar,VERB,gestire,administrar,gestir,0.2727272727272727
4550,fagioli,fagiolo,beans,NOUN,frijoles,frijol,NOUN,fagiolo,frijoles,fagiolo,0.375
4553,conosca,conore,know,VERB,saber,saber,AUX,conore,saber,conore,0.16666666666666663
4560,udienza,udienza,court hearing,NOUN,audiencia judicial,audiencia,NOUN,udienza,audiencia judicial,udiencia,0.4444444444444444
4561,statua,Statua,statue,PROPN,estatua,estatua,PROPN,Statua,estatua,Statua,0.7142857142857143
4563,sfuggire,sfuggire,escape,VERB,escapar,escapar,VERB,sfuggire,escapar,sfuggir,0.1428571428571429
4564,sepolto,seppellire,buried,VERB,enterrado,enterrado,ADJ,seppellire,enterrado,seppellir,0.11111111111111116
4565,sbrigatevi,sbrigatevi,hurry up,VERB,apresúrate,apresúrate,PROPN,sbrigatevi,apresurate,sbrigatevi,0.19999999999999996
4567,queiia,queiia,that,ADJ,eso,ese,PRON,queiia,eso,queiia,0.16666666666666663
4568,prendila,prendilare,take it,NOUN,tómalo,tómalo,VERB,prendilare,tomalo,prendilar,0.11111111111111116
4570,phaser,Phaser,phasers,PROPN,fáseres,fáser,ADJ,Phaser,faseres,Phaser,0.2857142857142857
4574,muto,mere,mute,VERB,silenciar,silenciar,VERB,mere,silenciar,mer,0.2222222222222222
4580,gabbia,gabbia,cage,NOUN,jaula,jaula,NOUN,gabbia,jaula,gabbia,0.33333333333333337
4587,copertina,copertina,cover,NOUN,cubrir,cubrir,VERB,copertina,cubrir,copertina,0.33333333333333337
4589,coniglio,coniglio,rabbit,NOUN,conejo,conejo,NOUN,coniglio,conejo,conillio,0.5
4590,collezione,collezione,collection,NOUN,recopilación,recopilación,NOUN,collezione,recopilacion,collezion,0.41666666666666663
4594,biancheria,biancheria,linen,NOUN,lino,lino,NOUN,biancheria,lino,biancheria,0.19999999999999996
4595,barbiere,barbiere,Barber shop,NOUN,peluquería,peluquería,NOUN,barbiere,peluqueria,barbier,0.19999999999999996
4596,atteggiamento,atteggiamento,attitude,NOUN,actitud,actitud,NOUN,atteggiamento,actitud,atteggiamento,0.23076923076923073
4597,ascoltatemi,ascoltatemi,listen to me,VERB,escúchame,escúchamir,VERB,ascoltatemi,escuchame,ascoltatemi,0.36363636363636365
4599,animo,animo,soul,NOUN,alma,alma,NOUN,animo,alma,animo,0.4
4601,valigetta,valigetta,carrying case,NOUN,estuche de transporte,estuche,NOUN,valigetta,estuche de transporte,valigetta,0.1428571428571429
4610,portello,portello,hatch,NOUN,escotilla,escotilla,NOUN,portello,escotilla,portello,0.33333333333333337
4611,pipì,pipì,pee,NOUN,orinar,orinar,VERB,pipi,orinar,pipì,0.16666666666666663
4612,passami,passami,hand me,NOUN,pásame,pásame,VERB,passami,pasame,passami,0.5714285714285714
4613,orgoglioso,orgoglioso,proud,ADJ,orgulloso,orgulloso,ADJ,orgoglioso,orgulloso,orgoglioso,0.7
4621,incastrato,incastrare,stuck,VERB,atascado,atascado,ADJ,incastrare,atascado,incastrar,0.2222222222222222
4624,girati,girato,turn around,VERB,giro de vuelta,giro,NOUN,girato,giro de vuelta,girato,0.2857142857142857
4626,ditta,ditta,business,NOUN,negocio,negocio,NOUN,ditta,negocio,ditta,0.0
4627,disperato,disperato,desperate,ADJ,desesperado,desesperado,ADJ,disperato,desesperado,disperato,0.6363636363636364
4631,ciascuno,ciascuno,each,PRON,cada,cada,DET,ciascuno,cada,ciascuno,0.25
4632,caporale,caporale,corporal,ADJ,corporal,corporal,ADJ,caporale,corporal,caporal,0.75
4634,campanello,campanello,doorbell,NOUN,timbre de la puerta,timbre,NOUN,campanello,timbre de la puerta,campanello,0.1578947368421053
4635,assunto,assumere,hired,VERB,contratado,contratado,ADJ,assumere,contratado,assumer,0.0
4638,vascello,vascello,vessel,NOUN,buque,buque,NOUN,vascello,buque,vascello,0.125
4640,svelta,sveltare,fast,VERB,rápido,rápido,ADJ,sveltare,rapido,sveltar,0.0
4641,stufa,stufa,heater,NOUN,calentador,calentador,NOUN,stufa,calentador,stufa,0.09999999999999998
4642,squilla,squillare,rings,VERB,anillos,anillo,NOUN,squillare,anillos,squillar,0.375
4643,sorridi,sorridare,you smile,ADJ,sonríes,sonreír,VERB,sorridare,sonries,sorridar,0.375
4645,salvezza,salvezza,salvation,NOUN,salvación,salvación,NOUN,salvezza,salvacion,salvezza,0.4444444444444444
4647,risorse,risorsa,resources,NOUN,recursos,recurso,NOUN,risorsa,recursos,risorsa,0.375
4648,riflettere,riflettere,reflect,VERB,reflejar,reflejar,VERB,riflettere,reflejar,rifletter,0.5555555555555556
4650,perduta,perduto,lost,VERB,perdido,perdido,ADJ,perduto,perdido,perduto,0.7142857142857143
4651,noioso,noioso,boring,ADJ,aburrido,aburrido,ADJ,noioso,aburrido,noioso,0.125
4653,mikey,Mikey,mickey,PROPN,mickey,mickey,PROPN,Mikey,mickey,Mikey,0.6666666666666667
4657,leggera,leggero,light,ADJ,luz,luz,NOUN,leggero,luz,leggero,0.1428571428571429
4660,imbarazzo,imbarazzo,embarrassment,NOUN,vergüenza,vergüenza,NOUN,imbarazzo,verguenza,imbarazzo,0.11111111111111116
4661,greci,greco,Greeks,ADJ,griegos,griego,NOUN,greco,griegos,greco,0.5714285714285714
4663,gita,gita,trip,NOUN,viaje,viaje,PROPN,gita,viaje,gita,0.19999999999999996
4669,dovunque,dovunque,everywhere,SCONJ,en todos lados,en,ADP,dovunque,en todos lados,dovunque,0.1428571428571429
4672,delizioso,delizioso,delightful,ADJ,encantador,encantador,ADJ,delizioso,encantador,delicioso,0.09999999999999998
4675,concentrati,concentrato,concentrate,ADJ,concentrarse,concentrar él,VERB,concentrato,concentrarse,concentrato,0.75
4678,batteria,batteria,drums,NOUN,batería,batería,NOUN,batteria,bateria,batteria,0.75
4679,autunno,autunno,fall,NOUN,caer,caer,VERB,autunno,caer,autunno,0.0
4681,aumento,aumento,increase,NOUN,aumentar,aumentar,VERB,aumento,aumentar,aumento,0.75
4688,tramonto,tramonto,sunset,NOUN,atardecer,atardecer,NOUN,tramonto,atardecer,tramonto,0.11111111111111116
4690,suggerisco,suggeriscere,I suggest,VERB,sugiero,sugerir,VERB,suggeriscere,sugiero,suggeriscer,0.4545454545454546
4693,sentirai,sentirai,you will hear,VERB,oirás,oier,VERB,sentirai,oiras,sentirai,0.25
4694,ringraziamento,ringraziamento,thanks,NOUN,gracias,gracias,NOUN,ringraziamento,gracias,ringraziamento,0.3571428571428571
4696,portala,portalare,bring it,VERB,tráelo,tráelo,VERB,portalare,traelo,portalar,0.25
4697,percorso,percorrere,path,VERB,camino,camino,NOUN,percorrere,camino,percorrer,0.11111111111111116
4698,onorevole,onorevole,honorable,NOUN,honorable,honorable,ADJ,onorevole,honorable,onorevole,0.5555555555555556
4699,mollare,mollare,give up,VERB,abandonar,abandonar,VERB,mollare,abandonar,mollar,0.2222222222222222
4703,luglio,luglio,July,NOUN,julio,julio,NOUN,luglio,julio,luglio,0.6666666666666667
4707,fagli,faglio,do it,ADV,hazlo,hacer él,VERB,faglio,hazlo,faglio,0.5
4708,evviva,evviva,cheers,VERB,salud,salud,NOUN,evviva,salud,eviva,0.0
4713,degno,degno,worthy,ADJ,valioso,valioso,ADJ,degno,valioso,deno,0.1428571428571429
4718,benedetto,Benedetto,blessed,PROPN,bendecido,bendecido,ADJ,Benedetto,bendecido,Benedetto,0.4444444444444444
4722,vermi,verma,worms,NOUN,gusanos,gusano,NOUN,verma,gusanos,verma,0.0
4723,tende,tendere,curtains,VERB,cortinas,cortina,NOUN,tendere,cortinas,tender,0.125
4725,sintomi,sintomo,symptoms,NOUN,síntomas,síntoma,NOUN,sintomo,sintomas,sintomo,0.625
4727,sconfitta,sconfitta,defeat,NOUN,fracaso,fracaso,NOUN,sconfitta,fracaso,sconfitta,0.0
4728,ritiro,ritiro,withdraw,NOUN,retirar,retirar,VERB,ritiro,retirar,ritiro,0.5714285714285714
4729,riparo,riparo,shelter,NOUN,refugio,refugio,NOUN,riparo,refugio,riparo,0.2857142857142857
4731,presso,presso,at,ADV,en,en,ADP,presso,en,presso,0.16666666666666663
4732,polso,Polso,wrist,PROPN,muñeca,muñeca,NOUN,Polso,muneca,Polso,0.0
4738,matt,matt,morning,NOUN,mañana,mañana,ADV,matt,manana,matt,0.33333333333333337
4740,malvagio,malvagio,evil,ADJ,demonio,demonio,NOUN,malvagio,demonio,malvagio,0.25
4741,mae,Mae,but it is,PROPN,pero es,pero,CCONJ,Mae,pero es,Mae,0.1428571428571429
4742,lnvece,lnvece,Instead,ADJ,en cambio,en,ADP,lnvece,en cambio,lnvece,0.11111111111111116
4745,intervista,intervista,interview,NOUN,entrevista,entrevista,NOUN,intervista,entrevista,intervista,0.7
4747,indagini,indagine,investigations,NOUN,investigaciones,investigación,NOUN,indagine,investigaciones,indagine,0.4
4751,fottuta,fottuto,fucked,VERB,jodido,jodido,ADJ,fottuto,jodido,fottuto,0.2857142857142857
4754,fidarti,fidartare,trust,VERB,confianza,confianza,NOUN,fidartare,confianza,fidartar,0.2222222222222222
4755,fatevi,fatevi,do it,VERB,hazlo,hacer él,VERB,fatevi,hazlo,fatevi,0.16666666666666663
4757,eternità,eternità,eternity,NOUN,eternidad,eternidad,NOUN,eternita,eternidad,eternità,0.6666666666666667
4759,disturbare,disturbare,disturb,VERB,molestar,molestar,VERB,disturbare,molestar,disturbar,0.2222222222222222
4760,consegna,consegnare,delivery,VERB,entrega,entrega,NOUN,consegnare,entrega,consenar,0.25
4767,assalto,assalto,assault,NOUN,agresión,agresión,NOUN,assalto,agresion,assalto,0.125
4768,agio,agio,ease,ADJ,facilidad,facilidad,NOUN,agio,facilidad,agio,0.2222222222222222
4771,verdetto,verdeggere,verdict,VERB,veredicto,veredicto,NOUN,verdeggere,veredicto,verdegger,0.33333333333333337
4776,stabilire,stabilire,to establish,VERB,establecer,establecer,VERB,stabilire,establecer,stabilir,0.5
4777,spingi,spingire,push,VERB,empujar,empujar,VERB,spingire,empujar,spingir,0.1428571428571429
4781,rientrare,rientrare,return,VERB,devolver,devolver,VERB,rientrare,devolver,rientrar,0.125
4782,rapito,rapire,kidnapped,VERB,secuestrado,secuestrar,VERB,rapire,secuestrado,rapir,0.09090909090909094
4785,partiti,partito,parties,VERB,fiestas,fiesta,NOUN,partito,fiestas,partito,0.0
4789,muori,Muori,die,PROPN,morir,morir,VERB,Muori,morir,Muori,0.4
4790,megiio,Megiio,better,PROPN,mejor,mejor,ADJ,Megiio,mejor,Megiio,0.16666666666666663
4799,comporta,comportare,leads,VERB,dirige,dirigir,VERB,comportare,dirige,comportar,0.11111111111111116
4801,coglione,coglione,asshole,NOUN,estúpido,estúpido,ADJ,coglione,estupido,coglion,0.125
4805,busta,busta,envelope,NOUN,sobre,sobre,ADP,busta,sobre,busta,0.0
4807,azzurro,azzurro,sky blue,ADJ,cielo azul,cielo,NOUN,azzurro,cielo azul,azzurro,0.0
4810,appoggio,appoggio,support,NOUN,apoyo,apoyo,NOUN,appoggio,apoyo,appoggio,0.5
4812,antenati,antenato,ancestors,NOUN,ancestros,ancestro,NOUN,antenato,ancestros,antenato,0.4444444444444444
4814,vivente,vivente,living,ADJ,viviendo,vivir,VERB,vivente,viviendo,vivente,0.625
4815,unghie,unghia,nails,NOUN,clavos,clavo,NOUN,unghia,clavos,unghia,0.0
4816,trasformato,trasformare,transformed,VERB,transformado,transformado,ADJ,trasformare,transformado,trasformar,0.75
4817,trasferito,trasferire,transferred,VERB,transferido,transferido,ADJ,trasferire,transferido,trasferir,0.7272727272727273
4820,tenda,tenda,curtain,NOUN,cortina,cortina,NOUN,tenda,cortina,tenda,0.2857142857142857
4823,sorveglianza,sorveglianza,surveillance,NOUN,vigilancia,vigilancia,NOUN,sorveglianza,vigilancia,sorvejanza,0.19999999999999996
4826,sembrerebbe,sembrere,it would seem,ADJ,parecería,parecer,VERB,sembrere,pareceria,sembrer,0.2222222222222222
4828,sareste,sareste,you would be,AUX,serías,serías,AUX,sareste,serias,sareste,0.2857142857142857
4835,ni,ni,no,PUNCT,no,no,ADV,ni,no,ni,0.5
4836,mettetevi,mettetevi,put on,VERB,ponerse,poner él,VERB,mettetevi,ponerse,mettetevi,0.11111111111111116
4839,giudicare,giudicare,judge,VERB,juez,juez,NOUN,giudicare,juez,giudicar,0.125
4846,capanna,capanna,Hut,NOUN,cabaña,cabaña,NOUN,capanna,cabana,capanna,0.5714285714285714
4849,badare,badare,take care,VERB,cuidarse,cuidar él,VERB,badare,cuidarse,badar,0.375
4854,vietato,vietare,prohibited,VERB,prohibido,prohibido,ADJ,vietare,prohibido,vietar,0.11111111111111116
4856,testamento,testamento,will,NOUN,voluntad,voluntad,NOUN,testamento,voluntad,testamento,0.09999999999999998
4858,spento,spento,worn out,VERB,desgastado,desgastado,ADJ,spento,desgastado,spento,0.30000000000000004
4860,scommessa,scommessa,wager,NOUN,apostar,apostar,VERB,scommessa,apostar,scommessa,0.2222222222222222
4864,rappresenta,rappresentare,represents,VERB,representa,representar,VERB,rappresentare,representa,rappresentar,0.75
4869,pero,pero,However,VERB,sin embargo,sin,ADP,pero,sin embargo,pero,0.2727272727272727
4871,pacchetto,paccherre,package,VERB,paquete,paquete,NOUN,paccherre,paquete,paccherre,0.4444444444444444
4873,mercoledì,mercoledì,Wednesday,NOUN,miércoles,miércoles,NOUN,mercoledi,miercoles,mercoledì,0.5555555555555556
