rango,parola,frequenza,lemma,inglese,it_reverse
3274,fiera,138,Fiera,fair,Giusto
3275,familiare,138,familiare,familiar,familiare
3276,este,138,esto,summer,estate
3277,errori,138,errore,errors,errori
3278,dimentica,138,dimenticare,forget,dimenticare
3279,dille,138,dille,tell her,Dillo a lei
3280,coso,138,coso,thing,cosa
3281,corona,138,corona,crown,corona
3282,cominciamo,138,comincare,let&#39;s start,Iniziamo
3283,cade,138,cadere,falls,cascate
3284,averne,138,avere ne,have,Avere
3285,autista,138,autista,driver,autista
3286,universal,137,universal,universal,universale
3287,tema,137,tema,theme,tema
3288,stà,137,stàre,is,È
3289,scrivania,137,scrivania,desk,scrivania
3290,preferisce,137,preferire,prefer,preferire
3291,mando,137,mandere,I send,io mando
3292,legno,137,legno,wood,legna
3293,dosso,137,dosso,off me,fuori di me
3294,cu,137,cu,cu,cu
3295,condizione,137,condizione,condition,condizione
3296,comportamento,137,comportamento,behavior,comportamento
3297,chieda,137,chiedere,ask,chiedere
3298,arthur,137,arthuro,arthur,artù
3299,adatto,137,adatto,suited,adatto
3300,vicenda,136,vicenda,affair,affare
3301,umanità,136,umanità,humanity,umanità
3302,teddy,136,teddy,teddy,orsacchiotto
3303,superiori,136,superiore,superior,superiore
3304,succeda,136,succedere,happen,accadere
3305,struttura,136,struttura,structure,struttura
3306,streghe,136,strega,witches,streghe
3307,sbirri,136,sbirro,cops,poliziotti
3308,salutare,136,salutare,greet,salutare
3309,richiamo,136,richiamo,recall,richiamare
3310,recente,136,recente,recent,recente
3311,pasquale,136,pasquale,Easter,Pasqua
3312,nascondere,136,nascondere,HIDE,NASCONDERE
3313,limite,136,limite,limit,limite
3314,italia,136,Italia,Italy,Italia
3315,fresco,136,fresco,fresh,fresco
3316,diglielo,136,digliee lo,tell him,diglielo
3317,comincio,136,comincio,I&#39;ll begin,Inizierò
3318,city,136,City,city,città
3319,cavaliere,136,cavaliere,knight,cavaliere
3320,brutte,136,brutto,ugly,brutto
3321,balla,136,ballare,dance,danza
3322,attaccare,136,attaccare,attack,attacco
3323,armato,136,armare,armed,armato
3324,armata,136,armato,armed,armato
3325,à,136,à,to,A
3326,zitti,135,zitto,shut up,stai zitto
3327,visione,135,visione,vision,visione
3328,veniamo,135,venire,we come,veniamo
3329,torres,135,torres,torres,torres
3330,strane,135,strano,strange,strano
3331,sg,135,sg,sg,sg
3332,saluto,135,saluto,greeting,saluto
3333,rinunciare,135,rinunciare,renounce,rinunciare
3334,prendilo,135,prendilo,take it,prendilo
3335,piatti,135,piatto,dishes,piatti
3336,passiamo,135,passare,let&#39;s move on,andiamo avanti
3337,neill,135,neill,neill,neill
3338,mo,135,mo,mo,mo
3339,metterci,135,mettere ci,put us,metterci
3340,logica,135,logica,logic,logica
3341,legato,135,legare,bound,limite
3342,febbre,135,febbra,fever,febbre
3343,dovrete,135,dovere,you will have to,tu dovrai
3344,divertiti,135,divertire,have fun,divertiti
3345,disposizione,135,disposizione,disposition,disposizione
3346,cimitero,135,cimitero,graveyard,cimitero
3347,chiudo,135,chiudo,I&#39;m closing,Sto chiudendo
3348,azienda,135,azienda,agency,agenzia
3349,vere,134,vero,true,VERO
3350,vederci,134,vedere ci,see us,vederci
3351,ucciderti,134,uccidere ti,kill you,ucciderti
3352,riprese,134,riprendere,resumed,ripreso
3353,ricevere,134,ricevere,receive,ricevere
3354,prime,134,primo,first,Primo
3355,leggenda,134,leggenda,legend,leggenda
3356,gelato,134,gelato,ice-cream,gelato
3357,farli,134,fare li,get them,prendili
3358,entriamo,134,entrare,let&#39;s go in,entriamo
3359,decisamente,134,decisamente,decidedly,decisamente
3360,completa,134,completo,complete,completare
3361,bruciato,134,bruciare,burnt,bruciato
3362,ascoltato,134,ascoltare,heard,sentito
3363,apprezzo,134,apprezzare,I appreciate,apprezzo
3364,alma,134,almare,alma,Alma
3365,sheppard,133,Sheppard,sheppard,sheppard
3366,scomparsa,133,scomparsa,disappearance,scomparsa
3367,scienza,133,scienza,science,scienza
3368,scala,133,scala,stairs,scale
3369,precedenti,133,precedente,precedents,precedenti
3370,pe,133,pe,eg,per esempio
3371,pavimento,133,pavimento,flooring,pavimentazione
3372,motivi,133,motivo,reasons,motivi
3373,kurt,133,Kurt,Kurt,Kurt
3374,guadagnare,133,guadagnare,earn,guadagnare
3375,giovedì,133,giovedì,Thursday,Giovedì
3376,dubbi,133,dubbio,doubts,dubbi
3377,dimostrare,133,dimostrare,show,spettacolo
3378,credeva,133,credere,he believed,lui credeva
3379,cameriera,133,cameriera,waitress,cameriera
3380,anime,133,anima,souls,anime
3381,andatevene,133,andatevene,go away,andare via
3382,zuppa,132,zuppa,soup,minestra
3383,venisse,132,venire,come,Venire
3384,tocco,132,tocco,touch,tocco
3385,spiegato,132,spiegare,explained,spiegato
3386,spalla,132,spalla,shoulder,spalla
3387,sistemato,132,sistemare,settled,sistemato
3388,sinistro,132,sinistro,left,Sinistra
3389,sequenza,132,sequenza,sequence,sequenza
3390,scomparso,132,scomparire,disappeared,scomparso
3391,riconosciuto,132,riconoscere,recognized,riconosciuto
3392,potevano,132,potere,they could,potevano
3393,personalità,132,personalità,personality,personalità
3394,oscuro,132,oscuro,dark,buio
3395,murphy,132,Murphy,murphy,Murphy
3396,massima,132,massimo,maximum,massimo
3397,mangi,132,mangare,eat,mangiare
3398,giocato,132,giocare,played,giocato
3399,funzioni,132,funzione,functions,funzioni
3400,femmina,132,femmina,female,femmina
3401,cortesia,132,cortesia,courtesy,cortesia
3402,com,132,com,com,com
3403,colpire,132,colpire,hit,colpo
3404,auguro,132,augurare,I hope,Spero
3405,accento,132,accento,accent,accento
3406,accade,132,accadere,it happens,succede
3407,unione,131,Unione,Union,Unione
3408,ucciderà,131,uccidare,will kill,ucciderà
3409,speciali,131,speciale,special,speciale
3410,potevamo,131,potere,we could,potremmo
3411,portarti,131,portare ti,take you,portarti
3412,pierre,131,pierrere,pierre,Pierre
3413,nozze,131,nozza,wedding,nozze
3414,leone,131,leone,Lion,Leone
3415,kent,131,Kent,Kent,Kent
3416,istinto,131,istinto,instinct,istinto
3417,h,131,h,h,H
3418,guaio,131,guaio,trouble,guaio
3419,giocatore,131,giocatore,player,giocatore
3420,curioso,131,curioso,curious,curioso
3421,cravatta,131,cravatta,necktie,cravatta
3422,continuate,131,continuare,continue,Continua
3423,cazzate,131,cazzata,bullshits,stronzate
3424,amavo,131,amare,I loved,mi è piaciuto
3425,vuota,130,vuoto,empty,vuoto
3426,stanze,130,stanza,rooms,camere
3427,sparire,130,sparire,to disappear,scomparire
3428,segue,130,seguire,follows,segue
3429,produzione,130,produzione,production,produzione
3430,oceano,130,oceano,Ocean,Oceano
3431,occupa,130,occupare,occupies,occupa
3432,nudo,130,nudo,naked,nudo
3433,messaggi,130,messaggio,messages,messaggi
3434,marty,130,marty,marty,marty
3435,lontani,130,lontano,far away,lontano
3436,la',130,il,there&#39;,Là&#39;
3437,giungla,130,giungla,jungle,giungla
3438,fortunati,130,fortunato,lucky,fortunato
3439,florida,130,Florida,Florida,Florida
3440,fanculo,130,fanculo,Fuck yourself,Fanculo te stesso
3441,ebrei,130,ebreo,Jews,ebrei
3442,disco,130,disco,disk,disco
3443,considerato,130,considerare,considered,considerato
3444,conosciuta,130,conosciere,known,conosciuto
3445,chiese,130,chiendere,churches,chiese
3446,capite,130,capite,you understand,capisci
3447,be,130,Be,well,BENE
3448,bagagli,130,bagaglio,luggage,bagaglio
3449,ada,130,ada,ada,ada
3450,stupenda,129,stupendo,stupendous,stupendo
3451,sposi,129,sposo,newlyweds,Novelli sposi
3452,salto,129,salto,jump,salto
3453,saggio,129,saggio,wise,saggio
3454,raccolto,129,raccogliere,harvest,raccolto
3455,proprietario,129,proprietario,owner,proprietario
3456,preciso,129,preciso,accurate,accurato
3457,pinocchio,129,Pinocchio,Pinocchio,Pinocchio
3458,park,129,Park,park,parco
3459,neiia,129,neiia,neiia,neiia
3460,negri,129,negre,blacks,neri
3461,madonna,129,Madonna,Madonna,Madonna
3462,lauren,129,lauren,lauren,lauren
3463,identità,129,identità,identity,identità
3464,filippo,129,filippo,Philip,Filippo
3465,dritta,129,dritto,straight,Dritto
3466,cos,129,cos,so,COSÌ
3467,confine,129,confine,confine,confinare
3468,comunicazione,129,comunicazione,communication,comunicazione
3469,combinato,129,combinare,combined,combinato
3470,battere,129,battere,beat,colpo
3471,vivono,128,vivere,they live,loro vivono
3472,versi,128,verso,verses,versi
3473,uscendo,128,uscere,going out,uscire
3474,servito,128,servire,served,servito
3475,scrivi,128,scrivare,you write,Scrivi
3476,sabbia,128,sabbia,sand,sabbia
3477,rudy,128,Rudy,rudy,maleducato
3478,prestito,128,prestito,loan,prestito
3479,piangendo,128,piangere,crying out,gridando
3480,mortale,128,mortale,mortal,mortale
3481,lunghi,128,lungo,long,lungo
3482,intenzioni,128,intenzione,intentions,intenzioni
3483,gesto,128,gesto,gesture,gesto
3484,ebbene,128,ebbene,well,BENE
3485,diamanti,128,diamante,diamonds,diamanti
3486,creature,128,creatura,creatures,creature
3487,carri,128,carro,wagons,carri
3488,avvocati,128,avvocato,lawyers,avvocati
3489,accorto,128,accriro,shrewd,scaltro
3490,abbandonare,128,abbandonare,abandon,abbandono
3491,vetro,127,vetro,glass,bicchiere
3492,territorio,127,territorio,territory,territorio
3493,temperatura,127,temperatura,temperature,temperatura
3494,studente,127,studente,student,alunno
3495,storto,127,storto,crooked,storto
3496,sociale,127,sociale,social,sociale
3497,ron,127,Ron,ron,Ron
3498,risponda,127,rispondare,answer,risposta
3499,restano,127,restare,they remain,loro rimangono
3500,recitare,127,recitare,recite,recitare
3501,ragionevole,127,ragionevole,reasonable,ragionevole
3502,pensavi,127,pensare vi,thought,Pensiero
3503,passando,127,passare,passing,passando
3504,origine,127,origine,origin,origine
3505,matti,127,matto,crazy,pazzo
3506,mandi,127,mandre,send,Inviare
3507,impresa,127,impresa,business,Attività commerciale
3508,gentiluomo,127,gentiluomo,gentleman,signore
3509,fiato,127,fiato,breath,respiro
3510,ei,127,ei,hey,EHI
3511,conosciuti,127,conosciuto,known,conosciuto
3512,cerimonia,127,cerimonia,ceremony,cerimonia
3513,buttato,127,buttare,thrown away,gettato via
3514,batte,127,battere,beats,batte
3515,anka,127,anko,anka,anka
3516,andrew,127,Andrew,andrew,Andrea
3517,aiuterà,127,aiutere,it will help,aiuterà
3518,accadere,127,accadere,to happen,accadere
3519,á,127,á,to,A
3520,tono,126,tono,tone,tono
3521,tal,126,tale,such,come
3522,sentirti,126,sentirre ti,feel you,ti capisco
3523,sebbene,126,sebbene,while,Mentre
3524,scorta,126,scorta,buffer stock,scorta
3525,samantha,126,Samantha,Samantha,Samantha
3526,quaicosa,126,quaicosa,something,qualcosa
3527,morì,126,morire,died,morto
3528,metro,126,metro,meter,metro
3529,jo,126,Jo,jo,jo
3530,harold,126,Harold,harold,Harold
3531,francesi,126,francese,French,francese
3532,finiti,126,finito,finished,finito
3533,esca,126,ere,bait,esca
3534,cretino,126,cretino,cretin,cretino
3535,conte,126,conte,with you,con te
3536,contanti,126,contante,cash,contanti
3537,cominci,126,cominci,begin,inizio
3538,boy,126,Boy,boy,ragazzo
3539,argento,126,argento,silver,argento
3540,ambasciatore,126,ambasciatore,ambassador,ambasciatore
3541,uniforme,125,uniformo,uniform,uniforme
3542,ucciderò,125,uccidere,I will kill,ucciderò
3543,tutt',125,tutto,all&#39;,Tutto&#39;
3544,successe,125,succedere,happened,accaduto
3545,st,125,st,st,st
3546,scritta,125,scritto,written,scritto
3547,sbaglia,125,sbagliare,wrong,sbagliato
3548,reverendo,125,reverere,reverend,reverendo
3549,quadro,125,quadro,Square,Piazza
3550,personali,125,personale,personal,personale
3551,parenti,125,parente,family members,membri della famiglia
3552,monaco,125,monaco,monk,monaco
3553,lucy,125,Lucy,lucy,Lucia
3554,lance,125,lancia,spears,lance
3555,idioti,125,idioto,idiots,idioti
3556,furto,125,furto,theft,furto
3557,figurati,125,figurare,Forget about it,Dimenticalo
3558,carrozza,125,carrozza,carriage,carrozza
3559,capi,125,capo,leaders,capi
3560,benedica,125,benedica,bless,benedire
3561,avverto,125,avvertare,I warn you,ti avverto
3562,antico,125,antico,ancient,antico
3563,ancor,125,ancora,yet,Ancora
3564,yeah,124,yeah,yeah,Sì
3565,wilson,124,Wilson,wilson,Wilson
3566,von,124,Von,von,von
3567,viviamo,124,vivare,we live,noi viviamo
3568,shock,124,shock,shock,shock
3569,saluta,124,salutare,say hello,di Ciao
3570,probabile,124,probabile,likely,probabile
3571,prega,124,pregare,pray,pregare
3572,piaciuta,124,piaciire,liked it,mi è piaciuto
3573,perdoni,124,perdoni,forgive me,perdonami
3574,peggy,124,peggyo,peggy,peggy
3575,pecore,124,pecora,sheep,pecora
3576,pagano,124,pagare,they pay,loro pagano
3577,oggetti,124,oggetto,objects,oggetti
3578,nascita,124,nascita,birth,nascita
3579,mila,124,mila,thousands,migliaia
3580,margaret,124,Margaret,margaret,Margherita
3581,linda,124,linda,linda,linda
3582,lezioni,124,lezione,lessons,Lezioni
3583,joseph,124,Joseph,joseph,Giuseppe
3584,interessano,124,interessare,are of interest,sono di interesse
3585,fui,124,fui,I was,Ero
3586,formaggio,124,formaggio,cheese,formaggio
3587,fantasia,124,fantasia,fantasy,fantasia
3588,facesse,124,facere,did,fatto
3589,ekki,124,ekko,ekki,okki
3590,deluso,124,deludere,disappointed,deluso
3591,coda,124,coda,tail,coda
3592,circo,124,circo,circus,circo
3593,chiusi,124,chiuso,closed,Chiuso
3594,causato,124,causare,caused,causato
3595,cambiamento,124,cambiamento,change,modifica
3596,benzina,124,benzina,gas,gas
3597,battute,124,battuta,jokes,battute
3598,baci,124,baco,you kiss,tu baci
3599,ammettere,124,ammettere,to admit,ammettere
3600,ahi,124,ahi,ouch,Ahia
3601,sembro,123,sembro,I look,Io guardo
3602,sacrificio,123,sacrificio,sacrifice,sacrificio
3603,resterà,123,restare,will remain,resterà
3604,punizione,123,punizione,punishment,punizione
3605,prepara,123,preparare,prepare,preparare
3606,preoccuparsi,123,preoccupare si,worry,preoccupazione
3607,prenderà,123,prendere,will take,ci vorrà
3608,partiamo,123,partire,let&#39;s go,andiamo
3609,museo,123,museo,museum,Museo
3610,mostrato,123,mostrare,shown,mostrato
3611,misura,123,misura,measure,misurare
3612,larga,123,largo,wide,Largo
3613,istruzioni,123,istruzione,instructions,Istruzioni
3614,fresca,123,fresco,fresh,fresco
3615,crewe,123,crewe,crewe,crewe
3616,coinvolto,123,coinvolgere,involved,coinvolto
3617,centesimi,123,centesimo,cents,centesimi
3618,attivare,123,attivare,activate,attivare
3619,alicia,123,aliciare,alicia,Alicia
3620,africa,123,Africa,Africa,Africa
3621,verme,122,verme,worm,verme
3622,teas,122,teas,teas,tè
3623,squadre,122,squadra,teams,squadre
3624,sport,122,sport,sport,sport
3625,sapesse,122,sapere,knew,sapevo
3626,saluti,122,saluto,Greetings,Saluti
3627,ross,122,Ross,red,rosso
3628,ro,122,ro,ro,ro
3629,rifiutato,122,rifiutare,refused,rifiutato
3630,prodotto,122,produrre,product,Prodotto
3631,or,122,or,or,O
3632,noto,122,noto,known,conosciuto
3633,nè,122,né,neither,nessuno dei due
3634,nathan,122,nathan,nathan,nathan
3635,materiale,122,materiale,material,Materiale
3636,incendio,122,incendio,fire,fuoco
3637,house,122,House,house,casa
3638,feci,122,feci,I did,L&#39;ho fatto
3639,domando,122,domandare,I ask,Chiedo
3640,consigli,122,consiglio,advice,consiglio
3641,chiamerò,122,chiamerò,I will call,Chiamerò
3642,cattive,122,cattivo,bad,Cattivo
3643,cappotto,122,cappotto,coat,cappotto
3644,cancro,122,cancro,cancer,cancro
3645,calore,122,calore,heat,Calore
3646,cadaveri,122,cadavere,corpses,cadaveri
3647,butta,122,buttare,throw it away,buttalo via
3648,bibbia,122,Bibbia,Bible,Bibbia
3649,amata,122,amato,loved,amato
3650,vestita,121,vestito,dressed,vestito
3651,vescovo,121,vescovo,bishop,vescovo
3652,uccelli,121,uccello,birds,uccelli
3653,tragedia,121,tragedia,tragedy,tragedia
3654,straordinaria,121,straordinario,extraordinary,straordinario
3655,sciocca,121,scioccare,silly,sciocco
3656,quinto,121,quinto,fifth,quinto
3657,metterò,121,metterò,I will put,metterò
3658,mettendo,121,mettere,putting,mettendo
3659,liceo,121,liceo,Lyceum,Liceo
3660,incontrati,121,incontrare,met,incontrato
3661,gene,121,gene,gene,gene
3662,firmato,121,firmare,signed,firmato
3663,falla,121,falla,fail,fallire
3664,espressione,121,espressione,expression,espressione
3665,discussione,121,discussione,discussion,discussione
3666,deunan,121,deunan,deunan,deunan
3667,costo,121,costo,cost,costo
3668,coperto,121,coprire,covered,coperto
3669,complicato,121,complicato,complicated,complicato
3670,comitato,121,comitato,committee,Comitato
3671,colonia,121,colonia,colony,colonia
3672,catturato,121,catturare,caught,preso
3673,beccato,121,beccare,caught,preso
3674,accusato,121,accusare,accused,accusato
3675,wong,120,Wong,wong,Wong
3676,volante,120,volante,steering wheel,volante
3677,visite,120,visita,visits,visite
3678,viaggiare,120,viaggiare,travel,viaggio
3679,soldo,120,soldo,money,soldi
3680,shh,120,shh,shh,shh
3681,sentimento,120,sentimento,feeling,sensazione
3682,reputazione,120,reputazione,reputation,reputazione
3683,pancia,120,pancia,belly,gonfiarsi
3684,nervosa,120,nervoso,nervous,nervoso
3685,medici,120,medico,doctors,medici
3686,it,120,it,it,Esso
3687,intelligenza,120,intelligenza,intelligence,intelligenza
3688,iavoro,120,iavoro,iwork,io lavoro
3689,giocando,120,giocare,playing,giocando
3690,finisci,120,finiscre,finish,fine
3691,dovevano,120,dovere,they had to,loro devono
3692,divertendo,120,divertere,having fun,divertirsi
3693,comunità,120,comunità,community,Comunità
3694,andò,120,andare,he went,è andato
3695,verrai,119,verrai,will you come,verrai
3696,umore,119,umore,humor,umorismo
3697,uccido,119,uccidere,I kill,io uccido
3698,sire,119,sire,Sire,sire
3699,seno,119,seno,breast,seno
3700,scoprirlo,119,scoprire lo,find out,scoprire
3701,replicatori,119,replicatore,replicators,replicatori
3702,red,119,red,red,rosso
3703,pulita,119,pulito,clean,pulito
3704,pubblica,119,pubblico,public,pubblico
3705,mettilo,119,mettilo,put it on,mettilo su
3706,meriti,119,merito,you deserve,tu meriti
3707,li',119,Li,there&#39;,Là&#39;
3708,kay,119,Kay,kay,sì
3709,ferite,119,ferita,wounds,ferite
3710,fan,119,fan,fan,fan
3711,facce,119,faccia,faces,facce
3712,esami,119,esame,exams,esami
3713,eccitante,119,eccitante,exciting,emozionante
3714,dormo,119,dormere,I sleep,io dormo
3715,dolcezza,119,dolcezza,sweetness,dolcezza
3716,ditemi,119,ditemi,tell me,Dimmi
3717,distrutta,119,distruggere,destroyed,distrutto
3718,contadini,119,contadino,farmers,agricoltori
3719,cio',119,cio,that is&#39;,questo è&#39;
3720,calcio,119,calcio,soccer,calcio
