rango,parola,frequenza,lemma,inglese,spagnolo,it_reverse
3029,beve,151,beve,drinks,bebidas,bevande
3030,torto,150,torto,injustice,injusticia,ingiustizia
3031,topo,150,topo,mouse,ratón,topo
3032,straordinario,150,Straordinario,extraordinary,extraordinario,straordinario
3033,sparito,150,sparire,disappeared,desaparecido,scomparso
3034,sicuri,150,sicuro,safe,seguro,sicuro
3035,senz',150,senz,without&#39;,sin&#39;,senza&#39;
3036,rivoluzione,150,rivoluzione,Revolution,Revolución,Rivoluzione
3037,persi,150,perso,lost,perdido,perduto
3038,papa,150,Papa,Pope,Papa,Papa
3039,odia,150,odiare,he hates,él odia,lui odia
3040,modello,150,modello,model,modelo,modello
3041,marcia,150,marcia,gear,engranaje,ingranaggio
3042,levati,150,levare,get up,levantarse,alzarsi
3043,follia,150,follia,folly,locura,follia
3044,fedele,150,fedele,loyal,leal,leale
3045,darci,150,darci,give us,danos,Dacci
3046,controlli,150,controllo,controls,control S,controlli
3047,cassa,150,cassa,earnings,ganancias,guadagni
3048,affitto,150,affitto,rent,alquilar,affitto
3049,sete,149,sete,thirst,sed,sete
3050,parlate,149,parlare,speak,hablar,parlare
3051,lavorava,149,lavorare,he worked,él trabajó,ha lavorato
3052,geloso,149,geloso,jealous,celoso,geloso
3053,collega,149,collegare,colleague,colega,collega
3054,vecchie,148,vecchio,old,viejo,vecchio
3055,usi,148,uso,uses,usos,usi
3056,terreno,148,terreno,ground,suelo,terra
3057,stronzi,148,stronzi,assholes,pendejos,stronzi
3058,restate,148,restare,stay,permanecer,rimanere
3059,preoccupata,148,preoccupata,worried,preocupado,preoccupato
3060,porco,148,porco,pig,cerdo,maiale
3061,orecchio,148,orecchio,ear,oreja,orecchio
3062,incantesimo,148,incantesimo,Magic spell,hechizo mágico,incantesimo
3063,frase,148,frase,phrase,frase,frase
3064,fegato,148,fegato,liver,hígado,fegato
3065,fantasmi,148,fantasma,ghosts,fantasmas,fantasmi
3066,facessi,148,facessi,I would do,yo lo haría,farei
3067,esperto,148,esperto,expert,experto,esperto
3068,dolci,148,dolce,sweets,dulces,dolci
3069,dichiarazione,148,dichiarazione,declaration,declaración,dichiarazione
3070,dicevi,148,dicevi,you said,Usted dijo,hai detto
3071,criminale,148,criminale,criminal,delincuente,penale
3072,ambiente,148,ambiente,environment,ambiente,ambiente
3073,accetto,148,accettere,I accept,Acepto,Accetto
3074,ucciderlo,147,uccidere lo,killing it,matandolo,uccidendolo
3075,tette,147,tetta,boobs,tetas,tette
3076,sezione,147,sezione,section,sección,sezione
3077,russi,147,russo,Russians,rusos,Russi
3078,risposte,147,risposta,answers,respuestas,risposte
3079,riprendere,147,riprendere,take up again,retomar de nuevo,riprendere di nuovo
3080,protezione,147,protezione,protection,proteccion,protezione
3081,onda,147,onda,wave,ola,onda
3082,norbit,147,norbit,norbit,norbit,norbit
3083,nazionale,147,nazionale,national,nacional,nazionale
3084,miami,147,miamo,You love me,Me amas,Tu mi ami
3085,messi,147,mettere,messi,messi,messi
3086,lasciarlo,147,lasciare lo,let him,dejalo,lasciarlo
3087,lago,147,lago,lake,lago,lago
3088,indovinare,147,indovinare,guess,adivinar,Indovinare
3089,impazzire,147,impazzire,go crazy,volverse loco,impazzire
3090,dovessi,147,dovessi,I had to,tuve que,Dovevo
3091,condannato,147,condannare,condemned,condenado,condannato
3092,colui,147,colui,him,a él,lui
3093,barba,147,barba,beard,barba,barba
3094,attaccato,147,attaccare,attached,adjunto,allegato
3095,ambulanza,147,ambulanza,ambulance,ambulancia,ambulanza
3096,tenerlo,146,tenere lo,keep it,quédatelo,tienilo
3097,superato,146,superare,passed,aprobado,passato
3098,stupidi,146,stupido,stupid,estúpido,stupido
3099,sopportare,146,sopportare,support,apoyo,supporto
3100,scene,146,scena,scenes,escenas,scene
3101,rompere,146,rompere,break,romper,rottura
3102,racconta,146,raccontare,tells,dice,racconta
3103,proviamo,146,provare,let&#39;s try,intentemos,proviamo
3104,mickey,146,mickeyo,mickey,mickey,topolino
3105,huh,146,huh,huh,eh,eh
3106,giri,146,giro,turns,vueltas,giri
3107,dirci,146,dire ci,tell us,Dinos,dicci
3108,corto,146,corto,short,corto,corto
3109,civile,146,civile,civil,civil,civile
3110,chiamiamo,146,chiamare,let&#39;s call,llamemos,chiamiamo
3111,chaney,146,chaney,chaney,chaney,chaney
3112,apposta,146,apposta,on purpose,a propósito,di proposito
3113,andrebbe,146,andre,it should,debería,dovrebbe
3114,vacca,145,Vacca,cow,vaca,mucca
3115,togliere,145,togliere,remove,eliminar,rimuovere
3116,studi,145,studio,Education,Educación,Formazione scolastica
3117,sí,145,sí,Yes,Sí,SÌ
3118,servire,145,servire,serve,atender,servire
3119,risate,145,risata,laughs,risas,ride
3120,pura,145,puro,pure,puro,puro
3121,piazza,145,piazza,square,cuadrado,piazza
3122,originale,145,originale,original,original,originale
3123,muove,145,muovere,moves,se mueve,si muove
3124,mettete,145,mettere,put,poner,Mettere
3125,leader,145,leader,leader,líder,capo
3126,infelice,145,infelice,unhappy,infeliz,infelice
3127,grato,145,grato,grateful,agradecido,grato
3128,giovanni,145,giovanni,John,John,John
3129,esistono,145,esistere,exist,existir,esistere
3130,doccia,145,doccia,shower,ducha,doccia
3131,destro,145,destro,right,bien,Giusto
3132,apre,145,aprire,opens,abre,si apre
3133,all,145,all,all,todo,Tutto
3134,accompagno,145,accompagno,I accompany,yo acompaño,Accompagno
3135,vorremmo,144,vorremmo,we would like to,nos gustaría,ci piacerebbe
3136,veloci,144,veloce,fast,rápido,veloce
3137,trattare,144,trattare,deal with,tratar con,affrontare
3138,traffico,144,traffico,traffic,tráfico,traffico
3139,studenti,144,studente,students,estudiantes,studenti
3140,stop,144,stop,stop,detener,fermare
3141,sposarmi,144,sposare mi,marry me,Cásate conmigo,Sposami
3142,penna,144,penna,quill,pluma,penna
3143,muriel,144,Muriel,muriel,muriel,muriel
3144,mentendo,144,mentendo,lying,mintiendo,dire bugie
3145,lasciati,144,lasciare,left,izquierda,Sinistra
3146,jules,144,jules,jules,julio,Jules
3147,divorzio,144,divorzio,divorce,divorcio,divorzio
3148,dimentichi,144,dimenticare,you forget,te olvidas,si dimentica
3149,copione,144,copione,script,guion,sceneggiatura
3150,copia,144,copia,copy,Copiar,copia
3151,confuso,144,confudere,confused,confundido,confuso
3152,combattimento,144,combattimento,combat,combate,combattere
3153,cercherò,144,cerchare,I&#39;ll look,Veré,guarderò
3154,aitro,144,aitro,other,otro,altro
3155,agenzia,144,agenzia,agency,agencia,agenzia
3156,svegliato,143,svegliare,woke up,despertó,svegliato
3157,sigarette,143,sigaretta,cigarettes,cigarrillos,sigarette
3158,scherzare,143,scherzare,joke,broma,scherzo
3159,romanzo,143,romanzo,novel,novedoso,romanzo
3160,ori,143,ore,golds,oros,ori
3161,nobile,143,nobile,noble,noble,nobile
3162,muoverti,143,muovere ti,move,mover,mossa
3163,maschera,143,maschera,mask,mascarilla,maschera
3164,margherita,143,margheritare,margherita pizza,pizza margarita,pizza margherita
3165,lois,143,lois,lois,lois,lois
3166,interessato,143,interessato,interested,interesado,interessato
3167,gratis,143,gratis,free,gratis,gratuito
3168,dna,143,dna,DNA,ADN,DNA
3169,dispositivo,143,dispositivo,device,dispositivo,dispositivo
3170,coraggioso,143,coraggioso,brave,corajudo,coraggioso
3171,citta',143,citta,city&#39;,ciudad&#39;,città&#39;
3172,cameriere,143,cameriera,waiter,mesero,cameriere
3173,cambiata,143,cambiare,changed,cambió,cambiato
3174,atmosfera,143,atmosfera,atmosphere,atmósfera,atmosfera
3175,veda,142,vedere,see,ver,Vedere
3176,trovati,142,trovare,found,encontró,trovato
3177,stufo,142,stufo,Fed up,Harto,Stufo
3178,stronza,142,stronza,bitch,perra,cagna
3179,starò,142,stare,will stay,permanecerá,starò
3180,sensi,142,senso,senses,Sentidos,sensi
3181,sacro,142,sacro,sacred,sagrado,sacro
3182,prenderla,142,prendere la,pick her up,recogerla,prenderla
3183,portando,142,portare,bringing,trayendo,portando
3184,passerà,142,passare,it will pass,pasara,passerà
3185,oswald,142,oswald,oswald,osvaldo,osvaldo
3186,nastro,142,nastro,tape,cinta,nastro
3187,mentire,142,mentire,lie,mentir,menzogna
3188,inventato,142,inventare,invented,inventado,inventato
3189,ideale,142,ideale,ideal,ideal,ideale
3190,grasso,142,grasso,fat,gordo,grasso
3191,fortunata,142,fortunare,lucky,afortunado,fortunato
3192,esterno,142,esterno,external,externo,esterno
3193,difendere,142,difendere,stick up for,defender,Difendere
3194,conoscerti,142,conoscerti,to meet you,conocerte,incontrarti
3195,cattivi,142,cattivo,bad,malo,Cattivo
3196,travis,141,travis,travis,travis,travis
3197,trasmissione,141,trasmissione,transmission,transmisión,trasmissione
3198,teyla,141,teylo,teyla,teyla,teyla
3199,tappeto,141,tappeto,rug,alfombra,tappeto
3200,svelto,141,svelto,quick,rápido,presto
3201,sorte,141,sorte,fate,destino,destino
3202,scappa,141,scappare,escape,escapar,fuga
3203,riuscivo,141,riuscire,I could,pude,potrei
3204,raccomando,141,raccomare,I recommend,recomiendo,raccomando
3205,puro,141,puro,pure,puro,puro
3206,propri,141,proprio,own,propio,Proprio
3207,portarmi,141,portare mi,bring me,tráeme,Portami
3208,orgoglio,141,orgoglio,pride,orgullo,orgoglio
3209,og,141,og,og,og,eg
3210,offesa,141,offesa,offense,ofensa,offesa
3211,mondiale,141,mondiale,world,mundo,mondo
3212,moltissimo,141,molto,very very much,muchisimo,moltissimo
3213,mangio,141,mangiare,I eat,yo como,io mangio
3214,gridare,141,gridare,scream,gritar,grido
3215,furgone,141,furgone,van,camioneta,furgone
3216,funzionerà,141,funzionerà,it will work,funcionará,Funzionerà
3217,coordinate,141,coordinare,coordinates,coordenadas,coordinate
3218,black,141,Black,black,negro,nero
3219,zucchero,140,zucchero,sugar,azúcar,zucchero
3220,servo,140,servo,servant,servidor,servitore
3221,schiavi,140,schiavo,slaves,esclavos,schiavi
3222,rilevo,140,rilere,I detect,detecto,Rilevo
3223,privata,140,privato,private,privado,privato
3224,partite,140,partita,matches,partidos,partite
3225,parlerò,140,parlere,I will speak,hablaré,parlerò
3226,offre,140,offrire,offers,ofertas,offerte
3227,impegno,140,impegno,I commit,Me comprometo,Mi impegno
3228,girato,140,girare,turned,transformado,trasformato
3229,eccoli,140,eccolo,here they are,aquí están,Eccoli
3230,difficili,140,difficile,difficult,difícil,difficile
3231,claire,140,claire,claire,claire,Chiara
3232,chiacchiere,140,chiacchiera,Chatter,Charla,Chiacchiere
3233,cercava,140,cercare,he was looking for,él estaba buscando,stava cercando
3234,carattere,140,carattere,character,personaje,carattere
3235,bloccato,140,bloccare,blocked,obstruido,bloccato
3236,aperti,140,aperto,open,abierto,aprire
3237,x,139,x,x,X,X
3238,urlare,139,urlare,scream,gritar,grido
3239,potreste,139,potreste,you could,tú podrías,potresti
3240,persa,139,perdere,lost,perdido,perduto
3241,organizzato,139,organizzare,organized,organizado,organizzato
3242,occupo,139,occupo,I occupy,yo ocupo,Occupo
3243,mostrare,139,mostrare,show,espectáculo,spettacolo
3244,manchi,139,mancare,lack,falta,mancanza
3245,licenziato,139,licenziare,fired,despedido,licenziato
3246,leonard,139,Leonard,leonard,leonardo,leonardo
3247,largo,139,largo,wide,ancho,Largo
3248,kazon,139,Kazon,kazon,kazón,kazon
3249,eccellenza,139,eccellenza,excellence,excelencia,eccellenza
3250,conoscono,139,conoscere,they know,ellos saben,loro sanno
3251,chiedermi,139,chiedere mi,ask me,Pregúnteme,Chiedimi
3252,assegno,139,assegno,check,controlar,controllo
3253,andar,139,andar,to go,ir,andare
3254,vuoie,138,vuoie,you want,quieres,tu vuoi
3255,velocemente,138,velocemente,quickly,rápidamente,velocemente
3256,vedrò,138,vedere,I&#39;ll see,ya veré,Vedrò
3257,vedevo,138,vedere,I saw,Yo vi,vidi
3258,tenete,138,tenere,hold,sostener,Presa
3259,sincero,138,sincero,sincere,sincero,sincero
3260,scudo,138,scudo,shield,blindaje,scudo
3261,rifugio,138,rifugio,refuge,refugio,rifugio
3262,potter,138,potter,potter,alfarero,vasaio
3263,portiamo,138,portare,we bring,nosotros traemos,portiamo
3264,pillole,138,pillola,pills,pastillas,pillole
3265,permettere,138,permettere,allow,permitir,permettere
3266,ottenuto,138,ottenere,obtained,obtenido,ottenuto
3267,operai,138,operaio,workers,trabajadores,lavoratori
3268,neanch',138,neanch,not even,ni siquiera,nemmeno
3269,metterti,138,mettere ti,put yourself,Ponte,mettiti
3270,lasciala,138,Lasciala,let her,dejarla,lasciala
3271,lady,138,Lady,lady,dama,signora
3272,ioro,138,ioro,I gold,yo oro,Io d&#39;oro
3273,figura,138,figurare,figure,cifra,figura
3274,fiera,138,Fiera,fair,justo,Giusto
3275,familiare,138,familiare,familiar,familiar,familiare
3276,este,138,esta,summer,verano,estate
3277,errori,138,errore,errors,errores,errori
3278,dimentica,138,dimenticare,forget,olvidar,dimenticare
3279,dille,138,dillere,tell her,Dile a ella,Dillo a lei
3280,coso,138,coso,thing,cosa,cosa
3281,corona,138,corona,crown,corona,corona
3282,cominciamo,138,comincere,let&#39;s start,Empecemos,Iniziamo
3283,cade,138,cadere,falls,caídas,cascate
3284,averne,138,avere ne,have,tener,Avere
3285,autista,138,autista,driver,conductor,autista
3286,universal,137,universal,universal,universal,universale
3287,tema,137,tema,theme,tema,tema
3288,stà,137,stàre,is,es,È
3289,scrivania,137,scrivania,desk,escritorio,scrivania
3290,preferisce,137,preferire,prefer,preferir,preferire
3291,mando,137,mandere,I send,envío,io mando
3292,legno,137,legno,wood,madera,legna
3293,dosso,137,dosso,off me,de mí,fuori di me
3294,cu,137,cu,cu,Cu,cu
3295,condizione,137,condizione,condition,condición,condizione
3296,comportamento,137,comportamento,behavior,comportamiento,comportamento
3297,chieda,137,chiedere,ask,preguntar,chiedere
3298,arthur,137,arthur,arthur,Arturo,artù
3299,adatto,137,adatto,suited,adecuado,adatto
3300,vicenda,136,vicenda,affair,amorío,affare
3301,umanità,136,umanità,humanity,humanidad,umanità
3302,teddy,136,teddy,teddy,osito de peluche,orsacchiotto
3303,superiori,136,superiore,superior,superior,superiore
3304,succeda,136,succedere,happen,suceder,accadere
3305,struttura,136,struttura,structure,estructura,struttura
3306,streghe,136,strega,witches,brujas,streghe
3307,sbirri,136,sbirre,cops,policías,poliziotti
3308,salutare,136,salutare,greet,saludar,salutare
3309,richiamo,136,richiamo,recall,recordar,richiamare
3310,recente,136,recente,recent,reciente,recente
3311,pasquale,136,pasquale,Easter,Pascua de Resurrección,Pasqua
3312,nascondere,136,nascondere,HIDE,ESCONDER,NASCONDERE
3313,limite,136,limite,limit,límite,limite
3314,italia,136,Italia,Italy,Italia,Italia
3315,fresco,136,fresco,fresh,fresco,fresco
3316,diglielo,136,diglielo,tell him,Dile,diglielo
3317,comincio,136,comincio,I&#39;ll begin,voy a empezar,Inizierò
3318,city,136,city,city,ciudad,città
3319,cavaliere,136,cavaliere,knight,caballero,cavaliere
3320,brutte,136,brutto,ugly,feo,brutto
3321,balla,136,ballare,dance,bailar,danza
3322,attaccare,136,attaccare,attack,ataque,attacco
3323,armato,136,armare,armed,armado,armato
3324,armata,136,armare,armed,armado,armato
3325,à,136,à,to,a,A
3326,zitti,135,zitto,shut up,callarse la boca,stai zitto
3327,visione,135,visione,vision,visión,visione
3328,veniamo,135,venire,we come,venimos,veniamo
3329,torres,135,torres,torres,torres,torres
3330,strane,135,strano,strange,extraño,strano
3331,sg,135,sg,sg,sg,sg
3332,saluto,135,salere,greeting,saludo,saluto
3333,rinunciare,135,rinunciare,renounce,renuncia,rinunciare
3334,prendilo,135,prendilare,take it,tómalo,prendilo
3335,piatti,135,piatto,dishes,platos,piatti
3336,passiamo,135,passare,let&#39;s move on,Vamonos,andiamo avanti
3337,neill,135,neill,neill,neil,neill
3338,mo,135,mo,mo,mes,mo
3339,metterci,135,mettere ci,put us,ponnos,metterci
3340,logica,135,logico,logic,lógica,logica
3341,legato,135,legare,bound,atado,limite
3342,febbre,135,febbra,fever,fiebre,febbre
3343,dovrete,135,dovere,you will have to,tendras que,tu dovrai
3344,divertiti,135,divertire,have fun,divertirse,divertiti
3345,disposizione,135,disposizione,disposition,disposición,disposizione
3346,cimitero,135,cimitero,graveyard,cementerio,cimitero
3347,chiudo,135,chiudore,I&#39;m closing,estoy cerrando,Sto chiudendo
3348,azienda,135,azienda,agency,agencia,agenzia
3349,vere,134,vero,true,verdadero,VERO
3350,vederci,134,vedere ci,see us,Míranos,vederci
3351,ucciderti,134,uccidere ti,kill you,matarte,ucciderti
3352,riprese,134,riprendere,resumed,reanudado,ripreso
3353,ricevere,134,ricevere,receive,recibir,ricevere
3354,prime,134,primo,first,primero,Primo
3355,leggenda,134,leggenda,legend,leyenda,leggenda
3356,gelato,134,gelato,ice-cream,helado,gelato
3357,farli,134,farli,get them,conseguirlos,prendili
3358,entriamo,134,entrare,let&#39;s go in,entremos,entriamo
3359,decisamente,134,decisamente,decidedly,decididamente,decisamente
3360,completa,134,completo,complete,completo,completare
3361,bruciato,134,bruciare,burnt,quemado,bruciato
3362,ascoltato,134,ascoltare,heard,escuchó,sentito
3363,apprezzo,134,apprezzo,I appreciate,yo aprecio,apprezzo
3364,alma,134,almare,alma,alma,Alma
3365,sheppard,133,sheppardo,sheppard,pastor,sheppard
3366,scomparsa,133,scomparsa,disappearance,desaparición,scomparsa
3367,scienza,133,scienza,science,ciencia,scienza
3368,scala,133,scala,stairs,escaleras,scale
3369,precedenti,133,precedente,precedents,precedentes,precedenti
3370,pe,133,pe,eg,p.ej,per esempio
3371,pavimento,133,pavimento,flooring,piso,pavimentazione
3372,motivi,133,motivo,reasons,razones,motivi
3373,kurt,133,Kurt,Kurt,kurt,Kurt
3374,guadagnare,133,guadagnare,earn,ganar,guadagnare
3375,giovedì,133,giovedì,Thursday,Jueves,Giovedì
3376,dubbi,133,dubbio,doubts,dudas,dubbi
3377,dimostrare,133,dimostrare,show,espectáculo,spettacolo
3378,credeva,133,credere,he believed,él creyó,lui credeva
3379,cameriera,133,cameriera,waitress,camarera,cameriera
3380,anime,133,anima,souls,almas,anime
3381,andatevene,133,andatevene,go away,irse,andare via
3382,zuppa,132,zuppa,soup,sopa,minestra
3383,venisse,132,venire,come,venir,Venire
3384,tocco,132,tocco,touch,tocar,tocco
3385,spiegato,132,spiegare,explained,explicado,spiegato
3386,spalla,132,spalla,shoulder,hombro,spalla
3387,sistemato,132,sistemare,settled,establecido,sistemato
3388,sinistro,132,sinistro,left,izquierda,Sinistra
3389,sequenza,132,sequenza,sequence,secuencia,sequenza
3390,scomparso,132,scomparire,disappeared,desaparecido,scomparso
3391,riconosciuto,132,riconoscere,recognized,Reconocido,riconosciuto
3392,potevano,132,potere,they could,ellos podrían,potevano
